name,link,image,sku,model,price,original_price,save,rating,rating_count,is_sold_out,product
Apple - 10.2-Inch iPad (9th Generation) with Wi-Fi - 64GB - Space Gray,https://www.bestbuy.com/site/apple-10-2-inch-ipad-9th-generation-with-wi-fi-64gb-space-gray/4901809.p?skuId=4901809,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/4901/4901809_sd.jpg;maxHeight=200;maxWidth=257;format=webp,4901809.0,MK2K3LL/A,199.0,329.0,39.51%,4.9,28334.0,False,iPad
Apple - 10.9-Inch iPad - Latest Model - (10th Generation) with Wi-Fi - 64GB - Silver,https://www.bestbuy.com/site/apple-10-9-inch-ipad-latest-model-10th-generation-with-wi-fi-64gb-silver/5200800.p?skuId=5200800,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5200/5200800_sd.jpg;maxHeight=200;maxWidth=265;format=webp,5200800.0,MPQ03LL/A,299.0,349.0,14.33%,4.9,15331.0,False,iPad
Apple - 10.9-Inch iPad - Latest Model - (10th Generation) with Wi-Fi - 256GB - Blue,https://www.bestbuy.com/site/apple-10-9-inch-ipad-latest-model-10th-generation-with-wi-fi-256gb-blue/5201010.p?skuId=5201010,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5201/5201010_sd.jpg;maxHeight=200;maxWidth=264;format=webp,5201010.0,MPQ93LL/A,449.0,499.0,10.02%,4.9,4768.0,False,iPad
Apple - 10.2-Inch iPad (9th Generation) with Wi-Fi - 256GB - Space Gray,https://www.bestbuy.com/site/apple-10-2-inch-ipad-9th-generation-with-wi-fi-256gb-space-gray/4901816.p?skuId=4901816,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/4901/4901816_sd.jpg;maxHeight=200;maxWidth=257;format=webp,4901816.0,MK2N3LL/A,349.0,479.0,27.14%,4.9,7139.0,False,iPad
Apple - 10.9-Inch iPad - Latest Model - (10th Generation) with Wi-Fi + Cellular - 64GB - Blue (Unlocked),https://www.bestbuy.com/site/apple-10-9-inch-ipad-latest-model-10th-generation-with-wi-fi-cellular-64gb-blue-unlocked/6340463.p?skuId=6340463,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6340/6340463_sd.jpg;maxHeight=200;maxWidth=200;format=webp,6340463.0,MQ6K3LL/A,449.0,499.0,10.02%,4.8,343.0,False,iPad
Apple - 10.2-Inch iPad (9th Generation) with Wi-Fi + Cellular - 256GB - Space Gray (Unlocked),https://www.bestbuy.com/site/apple-10-2-inch-ipad-9th-generation-with-wi-fi-cellular-256gb-space-gray-unlocked/6340480.p?skuId=6340480,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6340/6340480_sd.jpg;maxHeight=200;maxWidth=257;format=webp,6340480.0,MK693LL/A,479.0,609.0,21.35%,4.7,255.0,False,iPad
Apple - 10.9-Inch iPad - Latest Model - (10th Generation) with Wi-Fi + Cellular - 256GB - Silver (Unlocked),https://www.bestbuy.com/site/apple-10-9-inch-ipad-latest-model-10th-generation-with-wi-fi-cellular-256gb-silver-unlocked/6340429.p?skuId=6340429,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6340/6340429_sd.jpg;maxHeight=200;maxWidth=265;format=webp,6340429.0,MQ6T3LL/A,599.0,649.0,7.70%,4.8,213.0,False,iPad
Apple - 11-inch iPad Pro M4 chip Built for Apple Intelligence  Wi-Fi 256GB with OLED - Space Black,https://www.bestbuy.com/site/apple-11-inch-ipad-pro-m4-chip-built-for-apple-intelligence-wi-fi-256gb-with-oled-space-black/5495362.p?skuId=5495362,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5495/5495362cv11d.jpg;maxHeight=200;maxWidth=262;format=webp,5495362.0,MVV83LL/A,899.0,999.0,10.01%,4.8,391.0,False,iPad
Apple - iPad mini (6th Generation) Wi-Fi - 64GB - Space Gray,https://www.bestbuy.com/site/apple-ipad-mini-6th-generation-wi-fi-64gb-space-gray/4901902.p?skuId=4901902,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/4901/4901902_sd.jpg;maxHeight=200;maxWidth=240;format=webp,4901902.0,MK7M3LL/A,399.0,499.0,20.04%,4.8,5901.0,False,iPad
Apple - 13-inch iPad Pro M4 chip Built for Apple Intelligence  Wi-Fi 256GB with OLED - Space Black,https://www.bestbuy.com/site/apple-13-inch-ipad-pro-m4-chip-built-for-apple-intelligence-wi-fi-256gb-with-oled-space-black/6533540.p?skuId=6533540,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6533/6533540cv11d.jpg;maxHeight=200;maxWidth=273;format=webp,6533540.0,MVX23LL/A,1199.0,1299.0,7.70%,4.9,407.0,False,iPad
Apple - 13-inch iPad Pro M4 chip Built for Apple Intelligence  Wi-Fi 512GB with OLED - Space Black,https://www.bestbuy.com/site/apple-13-inch-ipad-pro-m4-chip-built-for-apple-intelligence-wi-fi-512gb-with-oled-space-black/6533542.p?skuId=6533542,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6533/6533542cv11d.jpg;maxHeight=200;maxWidth=273;format=webp,6533542.0,MVX43LL/A,1399.0,1499.0,6.67%,4.8,151.0,False,iPad
Apple - 11-inch iPad Air M2 chip Built for Apple Intelligence Wi-Fi 128GB - Purple,https://www.bestbuy.com/site/apple-11-inch-ipad-air-m2-chip-built-for-apple-intelligence-wi-fi-128gb-purple/6533555.p?skuId=6533555,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6533/6533555cv11d.jpg;maxHeight=200;maxWidth=265;format=webp,6533555.0,MUWF3LL/A,549.0,599.0,8.35%,4.8,348.0,False,iPad
Apple - 13-inch iPad Air M2 chip Built for Apple Intelligence Wi-Fi 128GB - Space Gray,https://www.bestbuy.com/site/apple-13-inch-ipad-air-m2-chip-built-for-apple-intelligence-wi-fi-128gb-space-gray/6533576.p?skuId=6533576,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6533/6533576cv11d.jpg;maxHeight=200;maxWidth=274;format=webp,6533576.0,MV273LL/A,749.0,799.0,6.26%,4.8,153.0,False,iPad
Apple - iPad mini (6th Generation) Wi-Fi - 256GB - Space Gray,https://www.bestbuy.com/site/apple-ipad-mini-6th-generation-wi-fi-256gb-space-gray/4901906.p?skuId=4901906,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/4901/4901906_sd.jpg;maxHeight=200;maxWidth=240;format=webp,4901906.0,MK7T3LL/A,549.0,649.0,15.41%,4.9,2324.0,False,iPad
Apple - 11-inch iPad Air M2 chip Built for Apple Intelligence Wi-Fi 256GB - Blue,https://www.bestbuy.com/site/apple-11-inch-ipad-air-m2-chip-built-for-apple-intelligence-wi-fi-256gb-blue/6533563.p?skuId=6533563,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6533/6533563cv11d.jpg;maxHeight=200;maxWidth=266;format=webp,6533563.0,MUWH3LL/A,649.0,699.0,7.15%,4.9,137.0,False,iPad
Apple - 10.2-Inch iPad (9th Generation) with Wi-Fi + Cellular - 64GB - Space Gray (Unlocked),https://www.bestbuy.com/site/apple-10-2-inch-ipad-9th-generation-with-wi-fi-cellular-64gb-space-gray-unlocked/6340478.p?skuId=6340478,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6340/6340478_sd.jpg;maxHeight=200;maxWidth=257;format=webp,6340478.0,MK663LL/A,329.0,459.0,28.32%,4.8,528.0,False,iPad
Apple - 11-inch iPad Pro M4 chip Built for Apple Intelligence Wi-Fi 512GB with OLED - Space Black,https://www.bestbuy.com/site/apple-11-inch-ipad-pro-m4-chip-built-for-apple-intelligence-wi-fi-512gb-with-oled-space-black/5495364.p?skuId=5495364,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5495/5495364cv11d.jpg;maxHeight=200;maxWidth=262;format=webp,5495364.0,MVVC3LL/A,1099.0,1199.0,8.34%,4.9,87.0,False,iPad
Apple - 11-inch iPad Pro M4 chip Built for Apple Intelligence  Wi-Fi + Cellular 256GB with OLED - Space Black (Unlocked),https://www.bestbuy.com/site/apple-11-inch-ipad-pro-m4-chip-built-for-apple-intelligence-wi-fi-cellular-256gb-with-oled-space-black-unlocked/6340476.p?skuId=6340476,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6340/6340476cv11d.jpg;maxHeight=200;maxWidth=262;format=webp,6340476.0,MVW13LL/A,1099.0,1199.0,8.34%,4.8,30.0,False,iPad
Apple - 10.2-Inch iPad (9th Generation) with Wi-Fi + Cellular - 64GB - Space Gray (Verizon),https://www.bestbuy.com/site/apple-10-2-inch-ipad-9th-generation-with-wi-fi-cellular-64gb-space-gray-verizon/6340838.p?skuId=6340838,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6340/6340838_sd.jpg;maxHeight=200;maxWidth=257;format=webp,6340838.0,MK663LL/A,8.0,,,4.9,32.0,False,iPad
Apple - 10.2-Inch iPad (9th Generation) with Wi-Fi + Cellular - 64GB - Space Gray (AT&T),https://www.bestbuy.com/site/apple-10-2-inch-ipad-9th-generation-with-wi-fi-cellular-64gb-space-gray-at-t/6340595.p?skuId=6340595,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6340/6340595_sd.jpg;maxHeight=200;maxWidth=257;format=webp,6340595.0,MK663LL/A,12.0,,,4.5,10.0,False,iPad
Apple - 11-Inch iPad Pro (4th Generation) M2 chip Wi-Fi + Cellular - 2TB - Silver (Unlocked),https://www.bestbuy.com/site/apple-11-inch-ipad-pro-4th-generation-m2-chip-wi-fi-cellular-2tb-silver-unlocked/6340526.p?skuId=6340526,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6340/6340526_sd.jpg;maxHeight=200;maxWidth=265;format=webp,6340526.0,MP5H3LL/A,1299.0,2099.0,38.11%,5.0,3.0,False,iPad
Apple - 11-inch iPad Air M2 chip Built for Apple Intelligence Wi-Fi + Cellular 256GB - Space Gray (Unlocked),https://www.bestbuy.com/site/apple-11-inch-ipad-air-m2-chip-built-for-apple-intelligence-wi-fi-cellular-256gb-space-gray-unlocked/6533626.p?skuId=6533626,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6533/6533626cv11d.jpg;maxHeight=200;maxWidth=265;format=webp,6533626.0,MUXH3LL/A,799.0,849.0,5.89%,4.7,11.0,False,iPad
Apple - 13-inch iPad Pro M4 chip Built for Apple Intelligence  Wi-Fi + Cellular 256GB with OLED - Space Black (Verizon),https://www.bestbuy.com/site/apple-13-inch-ipad-pro-m4-chip-built-for-apple-intelligence-wi-fi-cellular-256gb-with-oled-space-black-verizon/6533750.p?skuId=6533750,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6533/6533750_bd.jpg;maxHeight=200;maxWidth=200;format=webp,6533750.0,MVXR3LL/A,37.0,,,5.0,3.0,False,iPad
Apple - 11-inch iPad Air M2 chip Built for Apple Intelligence Wi-Fi 512GB - Space Gray,https://www.bestbuy.com/site/apple-11-inch-ipad-air-m2-chip-built-for-apple-intelligence-wi-fi-512gb-space-gray/6533570.p?skuId=6533570,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6533/6533570cv11d.jpg;maxHeight=200;maxWidth=265;format=webp,6533570.0,MUWL3LL/A,849.0,899.0,5.56%,5.0,15.0,False,iPad
Apple - 13-inch iPad Air M2 chip Built for Apple Intelligence Wi-Fi 512GB - Starlight,https://www.bestbuy.com/site/apple-13-inch-ipad-air-m2-chip-built-for-apple-intelligence-wi-fi-512gb-starlight/6533590.p?skuId=6533590,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6533/6533590cv11d.jpg;maxHeight=200;maxWidth=274;format=webp,6533590.0,MV2L3LL/A,1049.0,1099.0,4.55%,4.7,15.0,False,iPad
Apple - 11-inch iPad Pro M4 chip Built for Apple Intelligence  Wi-Fi 1TB with OLED - Space Black,https://www.bestbuy.com/site/apple-11-inch-ipad-pro-m4-chip-built-for-apple-intelligence-wi-fi-1tb-with-oled-space-black/5495367.p?skuId=5495367,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5495/5495367cv11d.jpg;maxHeight=200;maxWidth=262;format=webp,5495367.0,MVVE3LL/A,1499.0,1599.0,6.25%,5.0,11.0,False,iPad
Apple - 13-inch iPad Air M2 chip Built for Apple Intelligence Wi-Fi + Cellular 256GB - Space Gray (Unlocked),https://www.bestbuy.com/site/apple-13-inch-ipad-air-m2-chip-built-for-apple-intelligence-wi-fi-cellular-256gb-space-gray-unlocked/6533647.p?skuId=6533647,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6533/6533647cv11d.jpg;maxHeight=200;maxWidth=275;format=webp,6533647.0,MV6V3LL/A,999.0,1049.0,4.77%,5.0,3.0,False,iPad
Apple - 11-inch iPad Pro M4 chip Built for Apple Intelligence  Wi-Fi + Cellular 256GB with OLED - Space Black (Verizon),https://www.bestbuy.com/site/apple-11-inch-ipad-pro-m4-chip-built-for-apple-intelligence-wi-fi-cellular-256gb-with-oled-space-black-verizon/6340835.p?skuId=6340835,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6340/6340835_bd.jpg;maxHeight=200;maxWidth=200;format=webp,6340835.0,MVW13LL/A,29.0,,,5.0,1.0,False,iPad
Apple - 12.9-Inch iPad Pro (6th Generation) M2 chip Wi-Fi - 2TB - Space Gray,https://www.bestbuy.com/site/apple-12-9-inch-ipad-pro-6th-generation-m2-chip-wi-fi-2tb-space-gray/5499700.p?skuId=5499700,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5499/5499700_sd.jpg;maxHeight=200;maxWidth=265;format=webp,5499700.0,MNXY3LL/A,1499.0,2199.0,31.83%,4.9,47.0,False,iPad
Apple - 13-inch iPad Pro M4 chip Built for Apple Intelligence  Wi-Fi + Cellular 512GB with OLED - Space Black (Unlocked),https://www.bestbuy.com/site/apple-13-inch-ipad-pro-m4-chip-built-for-apple-intelligence-wi-fi-cellular-512gb-with-oled-space-black-unlocked/6533682.p?skuId=6533682,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6533/6533682cv11d.jpg;maxHeight=200;maxWidth=273;format=webp,6533682.0,MVXU3LL/A,1599.0,1699.0,5.89%,5.0,23.0,False,iPad
Apple - 11-inch iPad Pro M4 chip Built for Apple Intelligence  Wi-Fi + Cellular 512GB with OLED - Space Black (Unlocked),https://www.bestbuy.com/site/apple-11-inch-ipad-pro-m4-chip-built-for-apple-intelligence-wi-fi-cellular-512gb-with-oled-space-black-unlocked/6340503.p?skuId=6340503,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6340/6340503cv11d.jpg;maxHeight=200;maxWidth=262;format=webp,6340503.0,MVW33LL/A,1299.0,1399.0,7.15%,5.0,13.0,False,iPad
Apple - 13-inch iPad Pro M4 chip Built for Apple Intelligence Wi-Fi + Cellular 256GB with OLED - Space Black (AT&T),https://www.bestbuy.com/site/apple-13-inch-ipad-pro-m4-chip-built-for-apple-intelligence-wi-fi-cellular-256gb-with-oled-space-black-at-t/6533819.p?skuId=6533819,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6533/6533819_bd.jpg;maxHeight=200;maxWidth=200;format=webp,6533819.0,MVXR3LL/A,41.0,,,4.7,6.0,False,iPad
Apple - 13-inch iPad Air M2 chip Built for Apple Intelligence Wi-Fi + Cellular 128GB - Space Gray (Verizon),https://www.bestbuy.com/site/apple-13-inch-ipad-air-m2-chip-built-for-apple-intelligence-wi-fi-cellular-128gb-space-gray-verizon/6533712.p?skuId=6533712,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6533/6533712_bd.jpg;maxHeight=200;maxWidth=200;format=webp,6533712.0,MV6Q3LL/A,22.0,,,5.0,1.0,False,iPad
Apple - 13-inch iPad Air M2 chip Built for Apple Intelligence Wi-Fi 1TB - Space Gray,https://www.bestbuy.com/site/apple-13-inch-ipad-air-m2-chip-built-for-apple-intelligence-wi-fi-1tb-space-gray/6533580.p?skuId=6533580,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6533/6533580cv11d.jpg;maxHeight=200;maxWidth=274;format=webp,6533580.0,MV2P3LL/A,1249.0,1299.0,3.85%,4.7,3.0,False,iPad
Apple - 13-inch iPad Pro M4 chip Built for Apple Intelligence  Wi-Fi + Cellular 1TB with OLED - Space Black (Unlocked),https://www.bestbuy.com/site/apple-13-inch-ipad-pro-m4-chip-built-for-apple-intelligence-wi-fi-cellular-1tb-with-oled-space-black-unlocked/6533672.p?skuId=6533672,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6533/6533672cv11d.jpg;maxHeight=200;maxWidth=273;format=webp,6533672.0,MVXW3LL/A,1999.0,2099.0,4.76%,4.9,10.0,False,iPad
Apple - 13-inch iPad Pro M4 chip Built for Apple Intelligence Wi-Fi 2TB with OLED Nano Texture Glass - Space Black,https://www.bestbuy.com/site/apple-13-inch-ipad-pro-m4-chip-built-for-apple-intelligence-wi-fi-2tb-with-oled-nano-texture-glass-space-black/6533610.p?skuId=6533610,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6533/6533610cv11d.jpg;maxHeight=200;maxWidth=273;format=webp,6533610.0,MWRH3LL/A,2299.0,2399.0,4.17%,4.5,12.0,False,iPad
Apple - 11-Inch iPad Pro (4th Generation) M2 chip Wi-Fi - 1TB - Space Gray,https://www.bestbuy.com/site/apple-11-inch-ipad-pro-4th-generation-m2-chip-wi-fi-1tb-space-gray/5498900.p?skuId=5498900,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5498/5498900_sd.jpg;maxHeight=200;maxWidth=265;format=webp,5498900.0,MNXK3LL/A,999.0,1499.0,33.36%,4.8,56.0,False,iPad
Apple - 13-inch iPad Air M2 chip Built for Apple Intelligence Wi-Fi + Cellular 128GB - Space Gray (Unlocked),https://www.bestbuy.com/site/apple-13-inch-ipad-air-m2-chip-built-for-apple-intelligence-wi-fi-cellular-128gb-space-gray-unlocked/6533636.p?skuId=6533636,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6533/6533636cv11d.jpg;maxHeight=200;maxWidth=275;format=webp,6533636.0,MV6Q3LL/A,899.0,949.0,5.27%,5.0,2.0,False,iPad
Apple - 13-inch iPad Pro M4 chip Built for Apple Intelligence  Wi-Fi 1TB with OLED - Space Black,https://www.bestbuy.com/site/apple-13-inch-ipad-pro-m4-chip-built-for-apple-intelligence-wi-fi-1tb-with-oled-space-black/6533545.p?skuId=6533545,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6533/6533545cv11d.jpg;maxHeight=200;maxWidth=273;format=webp,6533545.0,MVX63LL/A,1799.0,1899.0,5.27%,4.7,44.0,False,iPad
Apple - 13-inch iPad Air M2 chip Built for Apple Intelligence Wi-Fi 256GB - Space Gray,https://www.bestbuy.com/site/apple-13-inch-ipad-air-m2-chip-built-for-apple-intelligence-wi-fi-256gb-space-gray/6533585.p?skuId=6533585,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6533/6533585cv11d.jpg;maxHeight=200;maxWidth=274;format=webp,6533585.0,MV2D3LL/A,849.0,899.0,5.56%,4.9,119.0,False,iPad
Apple - 13-inch iPad Pro M4 chip Built for Apple Intelligence Wi-Fi + Cellular 256GB with OLED - Space Black (Unlocked),https://www.bestbuy.com/site/apple-13-inch-ipad-pro-m4-chip-built-for-apple-intelligence-wi-fi-cellular-256gb-with-oled-space-black-unlocked/6533675.p?skuId=6533675,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6533/6533675cv11d.jpg;maxHeight=200;maxWidth=273;format=webp,6533675.0,MVXR3LL/A,1399.0,1499.0,6.67%,4.9,39.0,False,iPad
Apple - iPad mini (6th Generation) Wi-Fi + Cellular - 64GB - Space Gray (Unlocked),https://www.bestbuy.com/site/apple-ipad-mini-6th-generation-wi-fi-cellular-64gb-space-gray-unlocked/6340482.p?skuId=6340482,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6340/6340482_sd.jpg;maxHeight=200;maxWidth=240;format=webp,6340482.0,MK893LL/A,549.0,649.0,15.41%,4.8,337.0,False,iPad
Apple - 12.9-Inch iPad Pro  (6th Generation) M2 chip Wi-Fi + Cellular - 2TB - Silver (Unlocked),https://www.bestbuy.com/site/apple-12-9-inch-ipad-pro-6th-generation-m2-chip-wi-fi-cellular-2tb-silver-unlocked/5503900.p?skuId=5503900,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5503/5503900_sd.jpg;maxHeight=200;maxWidth=274;format=webp,5503900.0,MP673LL/A,1399.0,2399.0,41.68%,4.6,23.0,False,iPad
Apple - 12.9-Inch iPad Pro with Wi-Fi + Cellular - 512GB - Silver (Unlocked),https://www.bestbuy.com/site/apple-12-9-inch-ipad-pro-with-wi-fi-cellular-512gb-silver-unlocked/6340534.p?skuId=6340534,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6340/6340534_sd.jpg;maxHeight=200;maxWidth=274;format=webp,6340534.0,MP633LL/A,1099.0,1599.0,31.27%,4.8,72.0,False,iPad
Apple - 10.9-Inch iPad Air (5th Generation) M1 chip  Wi-Fi + Cellular - 64GB - Pink (Unlocked),https://www.bestbuy.com/site/apple-10-9-inch-ipad-air-5th-generation-m1-chip-wi-fi-cellular-64gb-pink-unlocked/6340492.p?skuId=6340492,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6340/6340492_rd.jpg;maxHeight=200;maxWidth=265;format=webp,6340492.0,MM6T3LL/A,749.0,,,4.8,220.0,False,iPad
Apple - 11-Inch iPad Pro  (4th Generation) M2 chip Wi-Fi + Cellular - 1TB - Silver (Unlocked),https://www.bestbuy.com/site/apple-11-inch-ipad-pro-4th-generation-m2-chip-wi-fi-cellular-1tb-silver-unlocked/6340524.p?skuId=6340524,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6340/6340524_sd.jpg;maxHeight=200;maxWidth=265;format=webp,6340524.0,MP5F3LL/A,1099.0,1699.0,35.31%,4.9,11.0,False,iPad
Apple - 11-inch iPad Air M2 chip Built for Apple Intelligence Wi-Fi + Cellular 128GB - Space Gray (Unlocked),https://www.bestbuy.com/site/apple-11-inch-ipad-air-m2-chip-built-for-apple-intelligence-wi-fi-cellular-128gb-space-gray-unlocked/6533617.p?skuId=6533617,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6533/6533617cv11d.jpg;maxHeight=200;maxWidth=200;format=webp,6533617.0,MUXD3LL/A,699.0,749.0,6.68%,5.0,8.0,False,iPad
Apple - 10.9-Inch iPad - Latest Model - (10th Generation) with Wi-Fi + Cellular - 64GB - Blue (AT&T),https://www.bestbuy.com/site/apple-10-9-inch-ipad-latest-model-10th-generation-with-wi-fi-cellular-64gb-blue-at-t/6340564.p?skuId=6340564,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6340/6340564_sd.jpg;maxHeight=200;maxWidth=265;format=webp,6340564.0,MQ6K3LL/A,13.0,,,4.8,25.0,False,iPad
Apple - 10.9-Inch iPad - Latest Model - (10th Generation) with Wi-Fi + Cellular - 256GB - Silver (AT&T),https://www.bestbuy.com/site/apple-10-9-inch-ipad-latest-model-10th-generation-with-wi-fi-cellular-256gb-silver-at-t/6340575.p?skuId=6340575,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6340/6340575_sd.jpg;maxHeight=200;maxWidth=265;format=webp,6340575.0,MQ6T3LL/A,18.0,,,5.0,12.0,False,iPad
Apple - 10.9-Inch iPad - Latest Model - (10th Generation) with Wi-Fi + Cellular - 64GB - Blue (Verizon),https://www.bestbuy.com/site/apple-10-9-inch-ipad-latest-model-10th-generation-with-wi-fi-cellular-64gb-blue-verizon/6340804.p?skuId=6340804,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6340/6340804_sd.jpg;maxHeight=200;maxWidth=265;format=webp,6340804.0,MQ6K3LL/A,9.0,,,4.9,33.0,False,iPad
Apple - 10.9-Inch iPad - Latest Model - (10th Generation) with Wi-Fi + Cellular - 256GB - Blue (Verizon),https://www.bestbuy.com/site/apple-10-9-inch-ipad-latest-model-10th-generation-with-wi-fi-cellular-256gb-blue-verizon/6340825.p?skuId=6340825,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6340/6340825_sd.jpg;maxHeight=200;maxWidth=265;format=webp,6340825.0,MQ6U3LL/A,13.0,,,5.0,12.0,False,iPad
Apple - 10.9-Inch iPad Air - Latest Model - (5th Generation) with Wi-Fi + Cellular - 64GB (Verizon) - Pink,https://www.bestbuy.com/site/apple-10-9-inch-ipad-air-latest-model-5th-generation-with-wi-fi-cellular-64gb-verizon-pink/6340855.p?skuId=6340855,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6340/6340855_rd.jpg;maxHeight=200;maxWidth=265;format=webp,6340855.0,MM6T3LL/A,16.0,,,4.9,22.0,False,iPad
Apple - iPhone 13 5G 128GB (Unlocked) - Starlight,https://www.bestbuy.com/site/apple-iphone-13-5g-128gb-unlocked-starlight/6417789.p?skuId=6417789,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6417/6417789_sd.jpg;maxHeight=200;maxWidth=221;format=webp,6417789.0,MMM73LL/A,549.0,629.0,12.72%,4.8,1383.0,False,iPhone
Apple - iPhone 15 128GB (Unlocked) - Black,https://www.bestbuy.com/site/apple-iphone-15-128gb-unlocked-black/6507478.p?skuId=6507478,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6525/6525381_sd.jpg;maxHeight=200;maxWidth=228;format=webp,6507478.0,MTPJ3LL/A,729.0,,,5.0,1.0,False,iPhone
Apple - iPhone 14 Plus 128GB (Unlocked) - Midnight,https://www.bestbuy.com/site/apple-iphone-14-plus-128gb-unlocked-midnight/6507549.p?skuId=6507549,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6507/6507549_sd.jpg;maxHeight=200;maxWidth=220;format=webp,6507549.0,MQ623LL/A,679.0,729.0,6.86%,4.8,440.0,False,iPhone
Apple - iPhone 15 Plus 128GB (Unlocked) - Yellow,https://www.bestbuy.com/site/apple-iphone-15-plus-128gb-unlocked-yellow/6507475.p?skuId=6507475,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6507/6507475_sd.jpg;maxHeight=200;maxWidth=224;format=webp,6507475.0,MU1V3LL/A,829.0,,,0.0,0.0,False,iPhone
Apple - iPhone 15 256GB (Unlocked) - Black,https://www.bestbuy.com/site/apple-iphone-15-256gb-unlocked-black/6507496.p?skuId=6507496,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6417/6417995_sd.jpg;maxHeight=200;maxWidth=228;format=webp,6507496.0,MTPP3LL/A,829.0,,,0.0,0.0,False,iPhone
Apple - iPhone SE (3rd Generation) 64GB (Unlocked) - Black,https://www.bestbuy.com/site/apple-iphone-se-3rd-generation-64gb-unlocked-black/6507470.p?skuId=6507470,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6507/6507470_sd.jpg;maxHeight=200;maxWidth=204;format=webp,6507470.0,MMY23LL/A,429.0,,,4.5,177.0,False,iPhone
Apple - iPhone 14 128GB (Unlocked) - Blue,https://www.bestbuy.com/site/apple-iphone-14-128gb-unlocked-blue/6507560.p?skuId=6507560,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6507/6507560_sd.jpg;maxHeight=200;maxWidth=227;format=webp,6507560.0,MPVR3LL/A,629.0,,,4.8,758.0,False,iPhone
Apple - iPhone 16 Pro Max 256GB - Apple Intelligence - Desert Titanium (Verizon),https://www.bestbuy.com/site/apple-iphone-16-pro-max-256gb-apple-intelligence-desert-titanium-verizon/6443374.p?skuId=6443374,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/c379ba4c-68af-4410-95ba-c739979192f7.jpg;maxHeight=200;maxWidth=239;format=webp,6443374.0,MYW53LL/A,33.0,,,4.1,20.0,False,iPhone
